State,SC Code,SC Name,Total Population
KERALA,51,Vetan,22268
KERALA,52,"Vettuvan, Pulaya Vettuvan (in the areas of erstwhile Cochin State only)",73909
KERALA,53,Nerian,3
Tamil Nadu,1,Adi Andhra,58362
Tamil Nadu,2,Adi Dravida,7242176
Tamil Nadu,3,Adi Karnataka,26729
Tamil Nadu,4,Ajila,132
Tamil Nadu,5,Arunthathiyar,1084162
Tamil Nadu,6,Ayyanavar,899
Tamil Nadu,7,Baira,2755
Tamil Nadu,8,Bakuda,4837
Tamil Nadu,9,Bandi,3082
Tamil Nadu,10,Bellara,38
Tamil Nadu,11,Bharatar,2177
Tamil Nadu,12,Chakkiliyan,742597
Tamil Nadu,13,Chalavadi,93
Tamil Nadu,14,"Chamar,  Muchi",525
Tamil Nadu,15,Chandala,109
Tamil Nadu,16,Cheruman,1449
Tamil Nadu,17,Devendrakulathan,85933
Tamil Nadu,18,"Dom,  Dombara,  Paidi,  Pano",4027
Tamil Nadu,19,Domban,16963
Tamil Nadu,20,Godagali,36
Tamil Nadu,21,Godda,674
Tamil Nadu,22,Gosangi,3718
Tamil Nadu,23,Holeya,35
Tamil Nadu,24,Jaggali,894
Tamil Nadu,25,Jambuvulu,13
Tamil Nadu,26,Kadaiyan,11650
Tamil Nadu,27,Kakkalan,8
Tamil Nadu,28,Kalladi,400
Tamil Nadu,29,"Kanakkan,  Padanna",205
Tamil Nadu,31,Kavara,310
Tamil Nadu,32,Koliyan,7703
Tamil Nadu,33,Koosa,22
Tamil Nadu,34,"Kootan,  Koodan",346
Tamil Nadu,35,Kudumban,24406
Tamil Nadu,36,"Kuravan,  Sidhanar",140754
Tamil Nadu,37,Madari,247454
Tamil Nadu,38,Madiga,5929
Tamil Nadu,39,Maila,6
Tamil Nadu,40,Mala,3800
Tamil Nadu,41,Mannan,75
Tamil Nadu,42,Mavilan,4026
Tamil Nadu,43,Moger,156
Tamil Nadu,44,Mundala,26
Tamil Nadu,45,Nalakeyava,4
Tamil Nadu,46,Nayadi,221
Tamil Nadu,48,Pagadai,7546
Tamil Nadu,49,Pallan,2329117
Tamil Nadu,50,Palluvan,167
Tamil Nadu,51,Pambada,1434
Tamil Nadu,52,Panan,338
Tamil Nadu,53,Panchama,57
Tamil Nadu,54,Pannadi,4481
Tamil Nadu,55,Panniandi,11401
Tamil Nadu,56,"Paraiyan,  Parayan,  Sambavar",1822524
Tamil Nadu,57,Paravan,2099
Tamil Nadu,58,Pathiyan,1
Tamil Nadu,59,"Pulayan,  Cheramar",8515
Tamil Nadu,60,Puthirai Vannan,28351
Tamil Nadu,61,Raneyar,9
Tamil Nadu,62,Samagara,45
Tamil Nadu,63,Samban,7383
Tamil Nadu,64,Sapari,3
Tamil Nadu,65,Semman,2529
Tamil Nadu,66,Thandan,3278
Tamil Nadu,67,Thoti,4235
Tamil Nadu,68,Tiruvalluvar,1318
Tamil Nadu,69,Vallon,258
Tamil Nadu,70,Valluvan,90938
Tamil Nadu,71,Vannan,6856
Tamil Nadu,72,Vathiriyan,9109
Tamil Nadu,73,Velan,512
Tamil Nadu,74,Vetan,1165
Tamil Nadu,75,Vettiyan,228
Tamil Nadu,76,Vettuvan,4
PUDUCHERRY,1,Adi Andhra,3757
PUDUCHERRY,2,Adi Dravida,143049
PUDUCHERRY,3,Chakkiliyan,2490
PUDUCHERRY,4,Jambuvulu,521
PUDUCHERRY,5,Kuravan,1163
PUDUCHERRY,6,Madiga,728
PUDUCHERRY,7,"Mala,  Mala Masti",3754
PUDUCHERRY,8,Paky,3
PUDUCHERRY,9,Pallan,3208
PUDUCHERRY,10,"Parayan,  Sambavar",27803
PUDUCHERRY,11,Samban,18
PUDUCHERRY,12,Thoti,169
PUDUCHERRY,13,Valluvan,4621
PUDUCHERRY,14,Vetan,12
PUDUCHERRY,15,Vettiyan,214
PUDUCHERRY,16,Puthirai Vannan,91
